Ontology ID	label	has curation status	alternative term	definition	definition source	example of usage	editor note	term editor	ontology term requester	term tracker item	logical type	logical note	parent class	material processing technique	detection technique	evaluant	analyte	device	reagent	molecular label	input	output	target entity	objective	associated axioms
OBI:0000872	serum neutralization of viral infectivity assay	http://purl.obolibrary.org/obo/IAO_0000120	influenza neutralization assay	"An analyte assay that measures virus-neutralizing abilities of different sera. Different dilutions of serum are mixed with virus and used to infect cells. At the lower dilutions, antibodies will block infection, but at higher dilutions, there will be too few antibodies to have an effect.The neutralization titer is expressed as the reciprocal of the highest dilution at which virus infection is blocked."	url:http://www.virology.ws/2009/05/28/influenza-microneutralization-assay/			Bjoern Peters|Melanie Courtot			subclass		analyte assay			blood serum specimen			Viruses				immunoglobulin-mediated neutralization		
OBI:0000874	detection of specific nucleic acid polymers with complementary probes			"An analyte assay in which a specified input material (the evaluant) is examined for the presence or quantity of specified nucleic acid polymers, which are identified based on the use of complementary nucleic acid probes."	IEDB	"Primer based PCR assay, Norther blot, Southern Blot, and RNAse protection assays."		IEDB			equivalent		analyte assay				nucleic acid		('nucleic acid' and ('has role' some 'complementary nucleotide probe role'))						
OBI:0000875	viral hemagglutination inhibition assay		viral haemagglutinin inhibition assay|HIA|HAI|hemagglutination inhibition|biological activity	"An assay that measures the ability of an evaluant to inhibit hemagglutination by a virus. Hemagglutinin is a viral protein which binds to sialic acid receptors on cells or to erythrocytes, causing the cells to clump. Loss of clumping indicates hemagglutination inhibition by the evaluant."	OBI branch derived	Examining the ability of a monoclonal antibody to inhibit hemagglutination by Influenza A virus by comparing the levels of hemagglutination with and without the presence of the antibody.		Bjoern Peters|Melanie Courtot|Randi Vita			subclass		assay	induced hemagglutination					Viruses						
OBI:0000882	cell-cell killing assay			A cytometry assay that monitors a cell population to track how many are killed by other cells.	IEDB	"Autologous EBV-transformed B-LCL were used as target cells for the influenza virus-specific CTL assays. Equal volumes of target and effector cells were added to tissue culture plates, and 1:2 serial dilutions of effectors were made. After a 4-h incubation of the effector cells with the target cells, supernatants were collected and counted with the LKB 1272 Clinigamma counter. Percent specific killing was determined with the following equation: (experimental 51Cr release - spontaneous 51Cr release)/(maximum 51Cr release - spontaneous 51Cr release) x 100."		IEDB			equivalent		cytometry assay								cell		cell killing		
OBI:0000883	in vivo cell killing assay			A cell killing assay that measures if and how many target cells are killed within an organism.	IEDB	"Labeling two populations of cells with different levels of CFSE, pusling one population with an influenza peptide, injecting the cells into a mouse, and recoving cells 24 hours later. By comparing the recovery rate of cells with different CFSE labeling, it is possible to determine if there was specific killing of peptide pulsed target cells."		IEDB			equivalent		cell-cell killing assay			organism									
OBI:0000891	cell proliferation assay			A cytometry assay which measures the degreee to which input cells are replicating.	IEDB	Measuring the amount of tritiated thymidine incorporated by dividing cells as a proxy for cell proliferation.		IEDB			equivalent		cytometry assay			cell							cell population proliferation		
OBI:0000892	Southern blot assay	http://purl.obolibrary.org/obo/IAO_0000120	Southern blot	"An analyte assay that detects the presence of a specific sequence in a DNA sample, which has been digested by restriction enzymes, resolved by gel electrophoresis, and blotted to a solid support, followed by hybridization of a probe raised against a specific sequence and detected with fluorescence or radioactivity."	OBI	PMID: 9452032. Germline mutations detected in the von Hippel-Lindau disease tumor suppressor gene by Southern blot and direct genomic DNA sequencing.		Philippe Rocca-Serra|Marcus Chibucos			subclass		analyte assay	nucleic acid hybridization	detection of specific nucleic acid polymers with complementary probes	DNA extract	deoxyribonucleic acid					measurement datum	site		
OBI:0000893	real time polymerase chain reaction assay	http://purl.obolibrary.org/obo/IAO_0000120	Q-PCR|quantitative real time polymerase chain reaction|kinetic polymerase chain reaction|qPCR	"An assay, based on the PCR, that amplifies and simultaneously quantifies a specific DNA molecule based on the use of complementary probes/primers. It enables both detection and quantification (as absolute number of copies or relative amount when normalized to DNA input or additional normalizing genes) of one or more specific sequences in a DNA sample."	url:http://en.wikipedia.org/wiki/Real-time_polymerase_chain_reaction			Bjoern Peters|Melanie Courtot			subclass		assay	polymerase chain reaction											
OBI:0000897	DEPC structure mapping assay	http://purl.obolibrary.org/obo/IAO_0000122		A single-nucleotide-resolution nucleic acid structure mapping assay which determines nucleic acid secondary structure at a nucleotide resolution scale using DEPC as reagent and chemical probe	RNA ontology	PMID:2446263. Probing the structure of RNAs in solution. Nucleic Acids Res. 1987 Nov 25;15(22):9109-28.		Philippe Rocca-Serra			subclass		single-nucleotide-resolution nucleic acid structure mapping assay using chemical probing								('deoxyribonucleic acid' or 'ribonucleic acid')	measurement datum	secondary structure of sequence macromolecule		
OBI:0000903	in vitro cell killing assay			A cell killing assay that measures if and how many target cells are actively killed by other cells in a cell culture.	IEDB	"Autologous EBV-transformed B-LCL were used as target cells for the influenza virus-specific CTL assays. Equal volumes of target and effector cells were added to tissue culture plates, and 1:2 serial dilutions of effectors were made. After a 4-h incubation of the effector cells with the target cells, supernatants were collected and counted with the LKB 1272 Clinigamma counter. Percent specific killing was determined with the following equation: (experimental 51Cr release - spontaneous 51Cr release)/(maximum 51Cr release - spontaneous 51Cr release) x 100."		IEDB			equivalent		cell-cell killing assay			cultured cell population									
OBI:0000904	reporter cell line analyte detection bioassay			An analyte assay in which a cell line whose growth is known to be affected by the presence of a specific type of material (the anlyte) is cultured in the presence of an input material (the evaluant) in order to detect presence of the analyte in the evaluant.	IEDB	CTLL-2 cells were grown in the presence of hybridoma supernatants and their growth was monitored by a 3H-thymidine incorporation cell proliferation assay in order to detect IL-2 in the hybridoma supernatant.		IEDB			subclass	logical definition does not specify how the cell line is used as a reporter	analyte assay	maintaining cell culture					cell line						
OBI:0000910	radio immuno assay			An assay in which a radioactive labeled antigen or antibody is used to determine the interaction between an antigen and its receptor. This can be used to detect the presence of an antigen of interest in an input sample or determine the specificity of an input antibody.	IEDB	"To evaluate the specificity of antibody binding to 35S-labeled IA-2(256-760) in comparison with 35S-labeled IA-2IC construct, the mutual inhibition activity of different concentrations of unlabeled IA-2IC and/or IA-2(256-760) fragments were tested. Unlabeled recombinant IA-2(256-760) and/or IA-2IC (0.5-, 1-, 2-, and 4-fold the amount of 35S-labeled protein) were added to each tube and incubated overnight at 4C with patient sera. The following day, after incubation with radiolabeled 35 IA-2(256-760) or 35S IA-2IC proteins, samples were processed with the usual radioimmunoprecipitation assay."		IEDB			subclass	logical definition does not capture the interaction aspect	assay							('material entity' and ('bearer of' some radioactive))					
OBI:0000911	real time reverse-transcription polymerase chain reaction assay	http://purl.obolibrary.org/obo/IAO_0000120	RRT-PCR|qRT-PCR|RT-rt PCR	An assay that uses a reverse transcription step (an RNA strand is reverse transcribed into its DNA complement using the enzyme reverse transcriptase) before a PCR assay.				Melanie Courtot|Bjoern Peters			subclass		assay	artificially induced reverse transcription	real time polymerase chain reaction assay							information content entity	gene expression		
OBI:0000912	X-ray crystallography assay			A 3D structure determination assay in which the diffraction of pattern of X-ray beams in a crystal of purified material entities is used to resolve the 3-dimensional structure of the material entity of interest.	IEDB	"Crystallizing an antibody:antigen complex, and recording the diffraction pattern of a synchrotron beam, and assembling the 3d complex structure based on homologous complexes."		IEDB			subclass	logical definition does not capture diffraction pattern	3D structure determination assay					X-ray source							
OBI:0000913	promoter activity detection by reporter gene assay			An assay in which the activity of a promoter in a cell is monitored by using a reporter gene that was inserted in a genomic location under control of the promoter and whose expression can be easily detected based on qualities or functions of the gene.	IEDB	"A T cell hybridoma in which the beta-galactosidase gene (lacZ) was inserted under the control of the IL-2 promoter, is detected by adding the X-gal substrate which when cleaved by lacZ results in detectable blue color."		IEDB			subclass	logical definition does not capture gene insertion	assay								cell		core promoter binding		
OBI:0000916	flow cytometry assay			"A cytometry assay in which an input cell population is put in solution, is passed by a laser, and optical sensors are used to detect scattering of the laser light and/or fluorescence of specific markers to count and characterize the particles in solution."	IEDB	Using a flow cytometer to quantitate the percent of CD3 positive cells in a population by labeling them with a FITC tagged anti-CD3 antibody.		IEDB			equivalent		cytometry assay		fluorescence detection assay			flow cytometer							
